Oceans,Regions,Measurement
Pacific Ocean,,0.024
Arctic Ocean,Hudson Strait,0.007
Atlantic Ocean,North Sea,0.072215
Arctic Ocean,Norwegian Sea,0.011873
Pacific Ocean,,0.35932
Atlantic Ocean,Celtic Sea,14
Atlantic Ocean,Mediterranean Sea,0.382344
Atlantic Ocean,Mediterranean Sea,3.924915
Atlantic Ocean,,0.00322
Atlantic Ocean,,0.00864
Atlantic Ocean,Mediterranean Sea,0.793325
Atlantic Ocean,Mediterranean Sea,0.85043
Atlantic Ocean,,0.025524
Atlantic Ocean,,0.003088
Atlantic Ocean,,0.00648
Atlantic Ocean,,638.9
Atlantic Ocean,,0.01152
Atlantic Ocean,,0.041036
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.03568
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.0144
Pacific Ocean,,2.191318
Atlantic Ocean,Gulf of Mexico,2115.655853
Atlantic Ocean,,0.086392
Pacific Ocean,,7.772284
Pacific Ocean,,0.01
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.006
Pacific Ocean,,2.787855
Pacific Ocean,,0.7
Pacific Ocean,,0.00864
Pacific Ocean,,0.782908
Atlantic Ocean,Irish Sea and St. George's Channel,77
Atlantic Ocean,Irish Sea and St. George's Channel,0.051523
Atlantic Ocean,Irish Sea and St. George's Channel,0.018357
Atlantic Ocean,,1.531306
Atlantic Ocean,Mediterranean Sea,0.442667
Atlantic Ocean,,0.00432
Pacific Ocean,Gulf of Alaska,0.012
Atlantic Ocean,,406.55
Atlantic Ocean,,0.01944
Atlantic Ocean,,40
Pacific Ocean,,0.01
Atlantic Ocean,,0.050388
Atlantic Ocean,,0.034556
Atlantic Ocean,,0.136692
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.034556
Atlantic Ocean,,0.006
Pacific Ocean,,7.253
Pacific Ocean,,3.084044
Atlantic Ocean,Gulf of Mexico,2119.167403
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.005708
Pacific Ocean,,2.372212
Atlantic Ocean,,0.012552
Atlantic Ocean,,1
Pacific Ocean,,31.209877
Pacific Ocean,,0.00216
Atlantic Ocean,Caribbean Sea,0.086392
Atlantic Ocean,Caribbean Sea,0.00864
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.038661
Pacific Ocean,,0.00214
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.008016
Pacific Ocean,,1.186904
Atlantic Ocean,North Sea,0.008901
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.057847
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.170799
Atlantic Ocean,,0.006
Pacific Ocean,,0.095032
Pacific Ocean,,0.016427
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.039596
Atlantic Ocean,,0.015244
Atlantic Ocean,,0.032396
Atlantic Ocean,,1
Atlantic Ocean,Mediterranean Sea,3.036667
Atlantic Ocean,,0.004
Atlantic Ocean,,0.014396
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.049676
Atlantic Ocean,,0.150579
Atlantic Ocean,,0.016
Pacific Ocean,,0.026448
Atlantic Ocean,Gulf of Mexico,2115.655853
Atlantic Ocean,,0.035992
Atlantic Ocean,,0.034556
Atlantic Ocean,Gulf of Mexico,4.4
Atlantic Ocean,Gulf of Mexico,1000
Pacific Ocean,,2.712124
Pacific Ocean,,0.060476
Atlantic Ocean,,0.001792
Atlantic Ocean,,0.012952
Atlantic Ocean,,0.004
Pacific Ocean,,2.23836
Pacific Ocean,,0.004
Pacific Ocean,,0.006
Atlantic Ocean,,0.001964
Atlantic Ocean,Caribbean Sea,0.019864
Atlantic Ocean,Mediterranean Sea,0.582043
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.026583
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.048123
Atlantic Ocean,,122.699387
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.323111
Pacific Ocean,,1.175749
Atlantic Ocean,Mediterranean Sea,1.319333
Atlantic Ocean,,7
Atlantic Ocean,Mediterranean Sea,0.426723
Atlantic Ocean,,0.0081
Atlantic Ocean,,0.323625
Atlantic Ocean,Mediterranean Sea,0.017663
Atlantic Ocean,,0.007
Atlantic Ocean,,0.038876
Atlantic Ocean,,0.003
Atlantic Ocean,,0.092872
Atlantic Ocean,,0.99568
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.051836
Atlantic Ocean,,0.054
Pacific Ocean,,0.005
Atlantic Ocean,,0.040112
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.376668
Atlantic Ocean,,0.041036
Atlantic Ocean,,0.01944
Pacific Ocean,,10.74915
Pacific Ocean,,26.854787
Atlantic Ocean,,0.0108
Atlantic Ocean,Gulf of Mexico,4000
Atlantic Ocean,,0.024684
Atlantic Ocean,,0.178
Pacific Ocean,,0.00216
Atlantic Ocean,,26
Pacific Ocean,,0.00216
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Black Sea,0.508715
Atlantic Ocean,,0.00432
Atlantic Ocean,Mediterranean Sea,1.69186
Pacific Ocean,,0.424666
Atlantic Ocean,Mediterranean Sea,0.109957
Atlantic Ocean,Mediterranean Sea,0.994082
Atlantic Ocean,Mediterranean Sea,0.666638
Atlantic Ocean,Mediterranean Sea,16.963109
Atlantic Ocean,,0.00216
Atlantic Ocean,Gulf of St. Lawrence,0.001
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.036716
Atlantic Ocean,,0.809166
Atlantic Ocean,,0.048335
Atlantic Ocean,,0.103245
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.032396
Atlantic Ocean,,2862.18
Atlantic Ocean,,466.93
Atlantic Ocean,,0.056156
Atlantic Ocean,,0.863932
Pacific Ocean,,0.017552
Pacific Ocean,,1.137
Pacific Ocean,,6.487523
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.131748
Atlantic Ocean,,0.035996
Pacific Ocean,,3526.093089
Pacific Ocean,Gulf of California,2115.655853
Atlantic Ocean,,0.069424
Pacific Ocean,,0.546338
Pacific Ocean,,0.00216
Atlantic Ocean,Caribbean Sea,0.00648
Atlantic Ocean,Caribbean Sea,0.01512
Atlantic Ocean,Caribbean Sea,0.000832
Atlantic Ocean,,0.018
Atlantic Ocean,Caribbean Sea,0.006172
Atlantic Ocean,Caribbean Sea,0.003084
Atlantic Ocean,Caribbean Sea,0.018512
Atlantic Ocean,Mediterranean Sea,0.09958
Atlantic Ocean,Mediterranean Sea,0.416385
Atlantic Ocean,Mediterranean Sea,0.977112
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.026032
Atlantic Ocean,Mediterranean Sea,0.137618
Atlantic Ocean,Mediterranean Sea,1.003069
Atlantic Ocean,Mediterranean Sea,0.305976
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,0.005
Atlantic Ocean,,0.056948
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.030236
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.280776
Atlantic Ocean,,1.277268
Pacific Ocean,,1.511378
Atlantic Ocean,Gulf of Mexico,1410.437236
Atlantic Ocean,,0.00648
Atlantic Ocean,Gulf of Mexico,0.001272
Atlantic Ocean,,0.238356
Atlantic Ocean,,0.002056
Atlantic Ocean,,0.015
Atlantic Ocean,,0.013644
Atlantic Ocean,,0.00864
Pacific Ocean,,0.003324
Pacific Ocean,Gulf of California,1410.437236
Pacific Ocean,Gulf of California,3526.093089
Atlantic Ocean,,0.0054
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.025
Pacific Ocean,,0.02
Atlantic Ocean,,0.5
Pacific Ocean,,0.001
Atlantic Ocean,Caribbean Sea,0.009244
Atlantic Ocean,Gulf of Mexico,4231.311707
Pacific Ocean,Gulf of Alaska,0.001
Atlantic Ocean,,0.079912
Atlantic Ocean,Mediterranean Sea,0.04557
Atlantic Ocean,Mediterranean Sea,0.670899
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.043242
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.011544
Atlantic Ocean,Mediterranean Sea,0.757046
Atlantic Ocean,Mediterranean Sea,2.977333
Atlantic Ocean,Mediterranean Sea,2.480667
Atlantic Ocean,,0.038876
Atlantic Ocean,,0.299496
Atlantic Ocean,,0.174948
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.037796
Atlantic Ocean,,0.025173
Atlantic Ocean,,0.013
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.07724
Atlantic Ocean,,0.05554
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.006
Atlantic Ocean,,0.011
Pacific Ocean,,0.81936
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.004112
Atlantic Ocean,,0.002
Atlantic Ocean,,0.001
Pacific Ocean,,2820.874471
Atlantic Ocean,Caribbean Sea,1.19
Atlantic Ocean,Caribbean Sea,0.00864
Arctic Ocean,Baffin Bay,0.03628
Pacific Ocean,,0.001964
Pacific Ocean,,1.309736
Atlantic Ocean,Mediterranean Sea,0.209184
Atlantic Ocean,Mediterranean Sea,0.282401
Atlantic Ocean,,0.0144
Atlantic Ocean,,0.107992
Atlantic Ocean,,0.199134
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.001444
Pacific Ocean,,7.903851
Pacific Ocean,,1.996085
Atlantic Ocean,,0.0216
Atlantic Ocean,,6.457159
Atlantic Ocean,,0.006
Atlantic Ocean,,0.037
Pacific Ocean,,0.83
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.003084
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.043196
Atlantic Ocean,Florida Keys National Marine Sanctuary,0.00432
Atlantic Ocean,,0.007132
Atlantic Ocean,,0.023
Pacific Ocean,,6.950086
Atlantic Ocean,,0.0036
Pacific Ocean,,0.006
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.0036
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,16
Atlantic Ocean,,2674.666667
Pacific Ocean,,0.369644
Pacific Ocean,,0.00216
Pacific Ocean,,0.563965
Pacific Ocean,,0.665633
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,0.006172
Atlantic Ocean,Mediterranean Sea,0.200583
Atlantic Ocean,Mediterranean Sea,0.876588
Pacific Ocean,,3.504488
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,0.001
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.00864
Atlantic Ocean,Mediterranean Sea,0.690494
Atlantic Ocean,Mediterranean Sea,0.416761
Atlantic Ocean,Mediterranean Sea,2.762513
Atlantic Ocean,Mediterranean Sea,0.299882
Atlantic Ocean,Mediterranean Sea,2.670203
Atlantic Ocean,,0.00648
Atlantic Ocean,,617.53
Atlantic Ocean,,0.01296
Atlantic Ocean,,36
Pacific Ocean,,1.203
Atlantic Ocean,,0.040112
Atlantic Ocean,,0.030236
Atlantic Ocean,,0.028796
Atlantic Ocean,,1.465596
Pacific Ocean,,4.155
Pacific Ocean,,0.053
Atlantic Ocean,,0.003928
Atlantic Ocean,,0.075592
Atlantic Ocean,,0.00864
Pacific Ocean,,0.003324
Pacific Ocean,,5641.748942
Atlantic Ocean,Caribbean Sea,0.00648
Pacific Ocean,,3526.093089
Atlantic Ocean,Caribbean Sea,0.002
Atlantic Ocean,Caribbean Sea,0.00864
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.02376
Atlantic Ocean,,1710
Pacific Ocean,,0.034178
Pacific Ocean,,0.00648
Pacific Ocean,,0.005
Pacific Ocean,,0.186791
Pacific Ocean,Gulf of Alaska,0.007
Atlantic Ocean,Mediterranean Sea,0.557809
Pacific Ocean,,0.197789
Atlantic Ocean,North Sea,0.005593
Atlantic Ocean,,43.333333
Atlantic Ocean,Mediterranean Sea,1.092936
Atlantic Ocean,Mediterranean Sea,0.399333
Atlantic Ocean,,0.04612
Atlantic Ocean,,0.092872
Atlantic Ocean,,445.81
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.018512
Atlantic Ocean,,0.058058
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.024128
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.064796
Atlantic Ocean,,0.023204
Atlantic Ocean,,0.021
Atlantic Ocean,Gulf of Mexico,706.389134
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.068
Atlantic Ocean,Gulf of Mexico,4000
Pacific Ocean,,2.712124
Pacific Ocean,,3.938291
Pacific Ocean,,0.060476
Pacific Ocean,,0.00648
Pacific Ocean,,6.136246
Atlantic Ocean,,0.050404
Atlantic Ocean,Caribbean Sea,0.0072
Atlantic Ocean,Caribbean Sea,0.038416
Pacific Ocean,,1.977825
Atlantic Ocean,Caribbean Sea,0.0216
Atlantic Ocean,Caribbean Sea,0.0018
Atlantic Ocean,,0.01
Atlantic Ocean,,1
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.099199
Atlantic Ocean,,0.007716
Atlantic Ocean,,0.367589
Atlantic Ocean,Mediterranean Sea,0.576667
Atlantic Ocean,Mediterranean Sea,0.174134
Atlantic Ocean,,0.00216
Pacific Ocean,,7.753387
Atlantic Ocean,,0.008
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.062636
Atlantic Ocean,,0.001168
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,Gulf of Mexico,1000
Pacific Ocean,,0.00216
Atlantic Ocean,,0.02376
Atlantic Ocean,Gulf of Mexico,2.3
Atlantic Ocean,Caribbean Sea,0.007196
Atlantic Ocean,,0.022
Atlantic Ocean,,0.012
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.0036
Atlantic Ocean,,0.009
Pacific Ocean,,0.112084
Pacific Ocean,,0.022
Pacific Ocean,,1410.437236
Atlantic Ocean,Caribbean Sea,0.009256
Atlantic Ocean,,0.649773
Atlantic Ocean,,0.023639
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.009605
Atlantic Ocean,,131.578947
Pacific Ocean,,0.00648
Atlantic Ocean,Mediterranean Sea,0.099286
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.182944
Atlantic Ocean,Mediterranean Sea,0.082305
Atlantic Ocean,Mediterranean Sea,3.378668
Atlantic Ocean,Mediterranean Sea,0.050022
Atlantic Ocean,,0.064796
Atlantic Ocean,,0.02
Pacific Ocean,,3.226456
Pacific Ocean,,5.809413
Pacific Ocean,,0.383834
Pacific Ocean,,2.958448
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,0.071956
Atlantic Ocean,,0.017292
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.003
Atlantic Ocean,,0.071
Pacific Ocean,,0.060476
Pacific Ocean,Gulf of California,1410.437236
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Gulf of Mexico,2820.874471
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.005404
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Caribbean Sea,0.00648
Pacific Ocean,,1.407189
Atlantic Ocean,,53.191489
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.046953
Atlantic Ocean,North Sea,0.031503
Pacific Ocean,,0.00216
Pacific Ocean,,0.011762
Atlantic Ocean,,0.045592
Atlantic Ocean,,0.12053
Atlantic Ocean,Mediterranean Sea,0.110063
Atlantic Ocean,,131.578947
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.095032
Atlantic Ocean,,0.00432
Pacific Ocean,,14.753
Pacific Ocean,,2.164778
Pacific Ocean,,0.691
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.066956
Atlantic Ocean,,0.003
Atlantic Ocean,,0.019
Atlantic Ocean,,0.021
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.038876
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.033
Atlantic Ocean,Caribbean Sea,0.004048
Atlantic Ocean,,0.0018
Atlantic Ocean,Caribbean Sea,1.22
Atlantic Ocean,Caribbean Sea,0.0216
Pacific Ocean,,0.033
Pacific Ocean,,0.036716
Atlantic Ocean,Caribbean Sea,0.01152
Atlantic Ocean,Caribbean Sea,0.006172
Arctic Ocean,,0.086
Atlantic Ocean,Mediterranean Sea,0.127594
Pacific Ocean,Gulf of Alaska,0.016
Atlantic Ocean,North Sea,0.003574
Atlantic Ocean,,0.01512
Atlantic Ocean,Mediterranean Sea,0.282678
Atlantic Ocean,Mediterranean Sea,0.542422
Atlantic Ocean,Mediterranean Sea,1.768116
Atlantic Ocean,,0.0024
Atlantic Ocean,,0.004632
Pacific Ocean,,7.197871
Atlantic Ocean,,0.02376
Atlantic Ocean,,50480
Pacific Ocean,,3.417758
Pacific Ocean,,12.438422
Pacific Ocean,,0.844273
Atlantic Ocean,Gulf of Mexico,2115.655853
Atlantic Ocean,,0.176416
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.230216
Atlantic Ocean,Gulf of Mexico,0.019
Atlantic Ocean,,0.001964
Atlantic Ocean,,0.064796
Atlantic Ocean,,0.0216
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,0.00216
Pacific Ocean,,1.415723
Pacific Ocean,,0.002
Atlantic Ocean,,2.5
Pacific Ocean,,0.00648
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.421108
Atlantic Ocean,,0.211942
Atlantic Ocean,Mediterranean Sea,0.245333
Atlantic Ocean,,0.0024
Atlantic Ocean,,0.078107
Atlantic Ocean,Mediterranean Sea,0.089993
Atlantic Ocean,Mediterranean Sea,2.036
Atlantic Ocean,Mediterranean Sea,3.243333
Pacific Ocean,,0.021286
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.033
Atlantic Ocean,,0.062636
Atlantic Ocean,,0.032396
Atlantic Ocean,,0.610152
Atlantic Ocean,,0.021528
Atlantic Ocean,,0.013744
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.0018
Atlantic Ocean,,0.104392
Atlantic Ocean,,0.00432
Pacific Ocean,,3.472031
Pacific Ocean,,0.636328
Atlantic Ocean,Caribbean Sea,0.00556
Atlantic Ocean,,0.012
Pacific Ocean,,2.893381
Atlantic Ocean,,0.5
Pacific Ocean,,0.02046
Pacific Ocean,,0.001
Atlantic Ocean,Caribbean Sea,0.02
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.583215
Atlantic Ocean,Kattegat,63
Arctic Ocean,Norwegian Sea,0.030121
Pacific Ocean,,17.37797
Atlantic Ocean,Mediterranean Sea,0.190667
Atlantic Ocean,,0.00432
Atlantic Ocean,,35
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.012492
Atlantic Ocean,,4550
Atlantic Ocean,Mediterranean Sea,0.338094
Atlantic Ocean,Mediterranean Sea,3.546349
Atlantic Ocean,,0.030236
Atlantic Ocean,,0.005
Atlantic Ocean,,0.064796
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.009
Atlantic Ocean,,0.081028
Atlantic Ocean,,0.011
Pacific Ocean,,1.232119
Pacific Ocean,,0.600369
Pacific Ocean,,0.035
Atlantic Ocean,,0.005892
Atlantic Ocean,,0.06154
Atlantic Ocean,,0.064796
Atlantic Ocean,,0.015708
Atlantic Ocean,,0.01944
Atlantic Ocean,Gulf of Mexico,0.001
Pacific Ocean,,0.19164
Pacific Ocean,,0.014
Pacific Ocean,,1410.437236
Atlantic Ocean,,0.018
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,,0.00216
Pacific Ocean,,2.712124
Pacific Ocean,,0.46
Pacific Ocean,,0.005
Pacific Ocean,,2115.655853
Atlantic Ocean,Caribbean Sea,0.01296
Pacific Ocean,,0.223018
Atlantic Ocean,Mediterranean Sea,0.249738
Atlantic Ocean,,0.030151
Atlantic Ocean,,55.401662
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.020866
Atlantic Ocean,Mediterranean Sea,0.96326
Atlantic Ocean,Mediterranean Sea,0.018044
Atlantic Ocean,,0.125369
Atlantic Ocean,Mediterranean Sea,0.78763
Atlantic Ocean,Mediterranean Sea,0.498871
Pacific Ocean,,0.266492
Pacific Ocean,,0.640253
Pacific Ocean,,705.218618
Atlantic Ocean,,0.045356
Atlantic Ocean,,0.251139
Atlantic Ocean,,0.046
Pacific Ocean,,2.338
Pacific Ocean,,7.717
Pacific Ocean,,0.402879
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.00432
Pacific Ocean,,0.00216
Pacific Ocean,,0.060476
Pacific Ocean,,0.003
Pacific Ocean,,17630.46544
Atlantic Ocean,Caribbean Sea,0.0216
Atlantic Ocean,,0.004
Atlantic Ocean,,0.018
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,,0.01944
Pacific Ocean,,0.42
Atlantic Ocean,Caribbean Sea,0.113392
Atlantic Ocean,Caribbean Sea,0.00288
Atlantic Ocean,Caribbean Sea,0.183528
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.155531
Atlantic Ocean,Mediterranean Sea,0.956359
Atlantic Ocean,Mediterranean Sea,0.30879
Atlantic Ocean,Mediterranean Sea,14.137286
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,0.002
Atlantic Ocean,,0.0024
Atlantic Ocean,,0.23359
Atlantic Ocean,Mediterranean Sea,0.266667
Atlantic Ocean,Mediterranean Sea,1.218947
Atlantic Ocean,,0.052796
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,0.00864
Atlantic Ocean,,0.692944
Atlantic Ocean,,0.00432
Pacific Ocean,,2.928
Pacific Ocean,,0.678457
Atlantic Ocean,,0.0108
Pacific Ocean,,8462.623413
Atlantic Ocean,,0.0032
Atlantic Ocean,,0.038
Atlantic Ocean,,0.016
Atlantic Ocean,,0.007
Pacific Ocean,,4.653116
Pacific Ocean,,0.892728
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Caribbean Sea,0.0216
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.01334
Atlantic Ocean,Caribbean Sea,0.032396
Atlantic Ocean,Caribbean Sea,0.0027
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.102082
Pacific Ocean,,0.003456
Atlantic Ocean,Mediterranean Sea,0.133333
Atlantic Ocean,Mediterranean Sea,0.543099
Atlantic Ocean,Mediterranean Sea,0.298631
Pacific Ocean,,0.009593
Atlantic Ocean,North Sea,0.040177
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.120435
Atlantic Ocean,,0.0216
Atlantic Ocean,,2.617408
Atlantic Ocean,Mediterranean Sea,0.1275
Atlantic Ocean,,1.083789
Atlantic Ocean,Mediterranean Sea,0.34566
Atlantic Ocean,Mediterranean Sea,1.424415
Pacific Ocean,,1.222912
Atlantic Ocean,,0.185744
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.029904
Atlantic Ocean,,0.008
Atlantic Ocean,,0.019
Pacific Ocean,,1.427
Pacific Ocean,,3.210041
Atlantic Ocean,,0.314816
Atlantic Ocean,,0.380128
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.0144
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.030236
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.023564
Atlantic Ocean,,0.866092
Atlantic Ocean,,0.00648
Atlantic Ocean,Gulf of Mexico,2.9
Pacific Ocean,,4.227363
Pacific Ocean,,0.00216
Pacific Ocean,,2820.874471
Atlantic Ocean,,0.179984
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.01512
Atlantic Ocean,Caribbean Sea,0.0108
Pacific Ocean,,0.56472
Pacific Ocean,,0.363376
Pacific Ocean,,0.00216
Pacific Ocean,,0.00432
Pacific Ocean,,0.029052
Pacific Ocean,,0.002036
Pacific Ocean,Gulf of Alaska,0.066
Atlantic Ocean,Mediterranean Sea,3.279333
Atlantic Ocean,Celtic Sea,15.2
Atlantic Ocean,Mediterranean Sea,0.261157
Atlantic Ocean,,0.065628
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.004
Atlantic Ocean,Mediterranean Sea,0.470255
Atlantic Ocean,,0.0096
Atlantic Ocean,,0.172788
Atlantic Ocean,,0.039604
Atlantic Ocean,,0.062396
Atlantic Ocean,,0.001
Pacific Ocean,,0.074
Atlantic Ocean,,0.215984
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.403888
Atlantic Ocean,,0.028
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.091192
Atlantic Ocean,,0.018392
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.051836
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.01152
Pacific Ocean,,0.795394
Pacific Ocean,,0.004644
Atlantic Ocean,,0.00216
Atlantic Ocean,Gulf of Mexico,4.1
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,Caribbean Sea,0.00864
Pacific Ocean,,0.00432
Pacific Ocean,,0.003324
Atlantic Ocean,Caribbean Sea,0.016936
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,0.5
Atlantic Ocean,Caribbean Sea,0.00864
Atlantic Ocean,,15
Atlantic Ocean,Mediterranean Sea,0.477478
Atlantic Ocean,North Sea,0.028995
Atlantic Ocean,,0.467905
Atlantic Ocean,Mediterranean Sea,0.109254
Atlantic Ocean,Mediterranean Sea,1.564667
Atlantic Ocean,,0.092872
Atlantic Ocean,,0.0054
Atlantic Ocean,,0.007856
Atlantic Ocean,,0.005708
Atlantic Ocean,,0.034556
Atlantic Ocean,,0.062272
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.088552
Atlantic Ocean,,0.021
Pacific Ocean,,2.497
Pacific Ocean,,0.179689
Atlantic Ocean,Gulf of Mexico,0.0036
Atlantic Ocean,,0.172788
Pacific Ocean,,5.735766
Pacific Ocean,Gulf of California,2820.874471
Atlantic Ocean,,0.090712
Atlantic Ocean,,0.004112
Atlantic Ocean,Coastal Waters of Florida,0.005
Atlantic Ocean,Caribbean Sea,0.001964
Atlantic Ocean,,0.005
Pacific Ocean,,0.060476
Atlantic Ocean,Caribbean Sea,0.00648
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.0018
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.014985
Atlantic Ocean,,0.005892
Atlantic Ocean,Mediterranean Sea,0.0219
Atlantic Ocean,Mediterranean Sea,0.023075
Atlantic Ocean,,43.290043
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.054027
Atlantic Ocean,Mediterranean Sea,0.775194
Pacific Ocean,,0.062741
Atlantic Ocean,,0.00216
Atlantic Ocean,Gulf of St. Lawrence,0.004516
Atlantic Ocean,,613.5
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.00378
Atlantic Ocean,,0.216508
Atlantic Ocean,,0.0108
