Oceans,Regions,Measurement
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.029698
Atlantic Ocean,Mediterranean Sea,1.441786
Atlantic Ocean,Mediterranean Sea,0.942667
Pacific Ocean,,0.337307
Pacific Ocean,,0.243184
Pacific Ocean,,0.66966
Atlantic Ocean,,0.003
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.027776
Atlantic Ocean,,0.032396
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.007
Pacific Ocean,,7.831613
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.051836
Atlantic Ocean,,0.011628
Atlantic Ocean,,0.01728
Pacific Ocean,,17.133118
Atlantic Ocean,,0.00806
Atlantic Ocean,Caribbean Sea,0.00648
Atlantic Ocean,,0.029
Pacific Ocean,,0.176404
Atlantic Ocean,Caribbean Sea,0.001
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.0144
Atlantic Ocean,Caribbean Sea,0.006
Pacific Ocean,,0.00432
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.52
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Skagerrak Strait,32
Atlantic Ocean,Mediterranean Sea,1.007811
Pacific Ocean,,0.002
Atlantic Ocean,Labrador Sea,0.081288
Atlantic Ocean,,0.003084
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.022624
Atlantic Ocean,,2.06111
Atlantic Ocean,Mediterranean Sea,3.515625
Pacific Ocean,,0.479
Atlantic Ocean,,0.118792
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.011
Atlantic Ocean,,0.004
Atlantic Ocean,,13360
Atlantic Ocean,,44880
Pacific Ocean,,3.41776
Atlantic Ocean,,0.061208
Atlantic Ocean,,0.091476
Atlantic Ocean,,0.0096
Atlantic Ocean,,0.014388
Atlantic Ocean,Gulf of Mexico,2820.874471
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.015916
Atlantic Ocean,Gulf of Mexico,30
Atlantic Ocean,,0.003
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,,0.0144
Atlantic Ocean,,0.001
Pacific Ocean,,0.020772
Pacific Ocean,,0.003
Atlantic Ocean,,0.017606
Pacific Ocean,,1.707602
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.00216
Atlantic Ocean,Mediterranean Sea,0.100775
Atlantic Ocean,Mediterranean Sea,0.101626
Atlantic Ocean,,0.061327
Atlantic Ocean,,0.214815
Atlantic Ocean,,0.346855
Atlantic Ocean,Mediterranean Sea,0.279242
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,0.007
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,0.008
Atlantic Ocean,,0.051836
Atlantic Ocean,,0.01512
Atlantic Ocean,,1.031906
Atlantic Ocean,,0.060476
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.00216
Pacific Ocean,,24.889
Pacific Ocean,,5.631634
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.354302
Atlantic Ocean,,0.06
Atlantic Ocean,,0.370372
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,0.364115
Atlantic Ocean,Caribbean Sea,0.007956
Atlantic Ocean,Caribbean Sea,0.00648
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.02579
Arctic Ocean,Norwegian Sea,0.01513
Pacific Ocean,,1.015313
Pacific Ocean,,0.00216
Pacific Ocean,,0.00216
Atlantic Ocean,,0.00216
Atlantic Ocean,Mediterranean Sea,0.192163
Atlantic Ocean,,0.030401
Atlantic Ocean,,0.00432
Atlantic Ocean,,80
Atlantic Ocean,Mediterranean Sea,0.216012
Atlantic Ocean,Mediterranean Sea,0.475341
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.369332
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.001348
Pacific Ocean,,0.493343
Pacific Ocean,,0.01
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.034556
Atlantic Ocean,,0.00432
Atlantic Ocean,,6560
Pacific Ocean,,0.002
Pacific Ocean,Gulf of California,1410.437236
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.005
Atlantic Ocean,,0.005
Pacific Ocean,,6.679233
Pacific Ocean,,3.956987
Atlantic Ocean,Caribbean Sea,0.01728
Atlantic Ocean,,0.00648
Atlantic Ocean,Caribbean Sea,0.028796
Atlantic Ocean,,0.014
Atlantic Ocean,,0.024
Atlantic Ocean,Caribbean Sea,0.028796
Atlantic Ocean,,0.005
Pacific Ocean,,0.65
Pacific Ocean,,0.285813
Atlantic Ocean,Mediterranean Sea,1.95013
Atlantic Ocean,Mediterranean Sea,0.295975
Atlantic Ocean,North Sea,0.008704
Atlantic Ocean,Baltic Sea,0.014362
Atlantic Ocean,Celtic Sea,27.7
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.01512
Atlantic Ocean,Mediterranean Sea,0.16852
Atlantic Ocean,Mediterranean Sea,1.065333
Pacific Ocean,,2.311
Atlantic Ocean,,0.0081
Atlantic Ocean,,0.073436
Atlantic Ocean,,0.117224
Atlantic Ocean,,0.032396
Atlantic Ocean,,0.043196
Atlantic Ocean,,2
Pacific Ocean,,0.936173
Atlantic Ocean,Gulf of Mexico,4231.311707
Atlantic Ocean,,0.003928
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.024
Pacific Ocean,,0.013
Pacific Ocean,,1410.437236
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.006
Pacific Ocean,,1.692349
Pacific Ocean,,6.68962
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,4326.666667
Pacific Ocean,,0.00216
Atlantic Ocean,Caribbean Sea,0.038876
Atlantic Ocean,Caribbean Sea,0.00648
Pacific Ocean,,0.00864
Atlantic Ocean,,0.004408
Atlantic Ocean,Mediterranean Sea,0.764027
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.030139
Atlantic Ocean,,0.0072
Atlantic Ocean,,73.333333
Atlantic Ocean,Mediterranean Sea,0.120163
Atlantic Ocean,,0.246754
Atlantic Ocean,Mediterranean Sea,1.597341
Pacific Ocean,,4.256088
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.251948
Atlantic Ocean,,0.072896
Pacific Ocean,,3.903438
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.312224
Atlantic Ocean,,0.099352
Pacific Ocean,,5.194461
Pacific Ocean,Gulf of California,3526.093089
Atlantic Ocean,,0.001
Atlantic Ocean,,0.055
Pacific Ocean,,0.004584
Pacific Ocean,,0.051
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.007632
Atlantic Ocean,,0.003
Atlantic Ocean,,0.005
Pacific Ocean,,0.0108
Pacific Ocean,,0.001
Atlantic Ocean,Caribbean Sea,0.00864
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.008
Atlantic Ocean,,43.478261
Atlantic Ocean,North Sea,0.007106
Atlantic Ocean,North Sea,0.029608
Pacific Ocean,,0.089927
Pacific Ocean,,1.21843
Atlantic Ocean,Mediterranean Sea,0.050638
Pacific Ocean,,0.044293
Atlantic Ocean,,0.006824
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.029688
Atlantic Ocean,Mediterranean Sea,0.166667
Atlantic Ocean,Mediterranean Sea,2.36587
Pacific Ocean,,11.354408
Atlantic Ocean,,0.004
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.128435
Pacific Ocean,,0.006272
Atlantic Ocean,,0.008
Atlantic Ocean,,0.08774
Atlantic Ocean,,0.045356
Atlantic Ocean,Gulf of Mexico,2000
Pacific Ocean,Gulf of California,3526.093089
Atlantic Ocean,,0.043196
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,,1.571052
Pacific Ocean,,0.468736
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Caribbean Sea,0.027
Atlantic Ocean,Caribbean Sea,0.028796
Atlantic Ocean,,1311
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,Caribbean Sea,0.0072
Atlantic Ocean,Mediterranean Sea,0.03203
Atlantic Ocean,Irish Sea and St. George's Channel,0.013667
Atlantic Ocean,Irish Sea and St. George's Channel,0.125773
Pacific Ocean,,8.715904
Atlantic Ocean,Mediterranean Sea,0.490476
Atlantic Ocean,Mediterranean Sea,0.324
Pacific Ocean,,0.036032
Atlantic Ocean,Mediterranean Sea,0.292284
Atlantic Ocean,Mediterranean Sea,0.068729
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.133708
Atlantic Ocean,Mediterranean Sea,0.896831
Atlantic Ocean,,0.035996
Atlantic Ocean,,0.00216
Pacific Ocean,,2.611356
Pacific Ocean,,1.090723
Atlantic Ocean,,0.008
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.018512
Atlantic Ocean,,1.877802
Pacific Ocean,,22.4162
Atlantic Ocean,,0.01888
Atlantic Ocean,,0.179984
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.00648
Atlantic Ocean,Gulf of Mexico,2119.167403
Atlantic Ocean,Gulf of Mexico,0.00432
Atlantic Ocean,Gulf of Mexico,200
Pacific Ocean,,2.183253
Atlantic Ocean,,0.009388
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.013
Atlantic Ocean,,0.019
Atlantic Ocean,Caribbean Sea,0.00648
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Irish Sea and St. George's Channel,47.1
Pacific Ocean,,0.183463
Atlantic Ocean,Mediterranean Sea,0.478667
Atlantic Ocean,,0.00216
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,0.003
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.0144
Atlantic Ocean,,0.696373
Atlantic Ocean,,0.020357
Atlantic Ocean,,0.5
Atlantic Ocean,Mediterranean Sea,2.772124
Atlantic Ocean,,0.107912
Atlantic Ocean,,0.25018
Atlantic Ocean,,1879.4
Atlantic Ocean,,0.00216
Pacific Ocean,,5.330399
Atlantic Ocean,,0.153152
Atlantic Ocean,,0.0054
Atlantic Ocean,,0.144016
Atlantic Ocean,,0.028
Atlantic Ocean,,0.007
Pacific Ocean,,0.349
Atlantic Ocean,Gulf of Mexico,2115.655853
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.066956
Atlantic Ocean,,0.093628
Pacific Ocean,,0.041396
Pacific Ocean,Gulf of California,2115.655853
Atlantic Ocean,Gulf of Mexico,5.2
Atlantic Ocean,Gulf of Mexico,2000
Atlantic Ocean,,0.001
Atlantic Ocean,,0.045753
Pacific Ocean,,0.00216
Atlantic Ocean,Caribbean Sea,0.003084
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,24
Pacific Ocean,,0.015
Atlantic Ocean,Celtic Sea,23
Atlantic Ocean,Mediterranean Sea,3.31282
Atlantic Ocean,Mediterranean Sea,0.12145
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.117216
Arctic Ocean,Northwestern Passages,0.199
Arctic Ocean,Northwestern Passages,0.107
Atlantic Ocean,Mediterranean Sea,0.778063
Atlantic Ocean,Mediterranean Sea,2.542651
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.338155
Atlantic Ocean,,0.25
Atlantic Ocean,Mediterranean Sea,0.697014
Atlantic Ocean,Mediterranean Sea,0.436909
Atlantic Ocean,,0.008
Atlantic Ocean,,1441.2
Atlantic Ocean,,0.032396
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.006352
Atlantic Ocean,,0.043196
Pacific Ocean,,4.504
Pacific Ocean,,12.161
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.030236
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.0036
Pacific Ocean,,0.041396
Pacific Ocean,,3.3992
Pacific Ocean,,9.76311
Pacific Ocean,,0.04628
Atlantic Ocean,,0.006
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.139
Pacific Ocean,,2.387089
Atlantic Ocean,,2
Atlantic Ocean,Caribbean Sea,0.002072
Atlantic Ocean,Caribbean Sea,0.008576
Pacific Ocean,,5.260345
Pacific Ocean,,0.165036
Atlantic Ocean,Black Sea,0.214269
Atlantic Ocean,,6
Atlantic Ocean,,0.5
Pacific Ocean,,0.00216
Pacific Ocean,,0.003456
Atlantic Ocean,Mediterranean Sea,0.708051
Atlantic Ocean,,0.009
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,0.0054
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.161988
Atlantic Ocean,Mediterranean Sea,0.573
Atlantic Ocean,Mediterranean Sea,0.149
Atlantic Ocean,Mediterranean Sea,2.637231
Pacific Ocean,,1.967
Pacific Ocean,,1.597692
Pacific Ocean,,2.280913
Pacific Ocean,,4.656397
Atlantic Ocean,,0.0064
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.125268
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.012
Atlantic Ocean,,0.00648
Atlantic Ocean,Caribbean Sea,0.0048
Atlantic Ocean,Caribbean Sea,0.777778
Atlantic Ocean,,0.004
Atlantic Ocean,Gulf of Mexico,705.218618
Atlantic Ocean,Gulf of Mexico,2820.874471
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,0.01
Atlantic Ocean,Caribbean Sea,0.00864
Pacific Ocean,,0.002636
Pacific Ocean,,0.003456
Atlantic Ocean,,3
Atlantic Ocean,Mediterranean Sea,9.402886
Atlantic Ocean,North Sea,0.055949
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.023392
Atlantic Ocean,,0.030332
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.016996
Atlantic Ocean,,0.004
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.01454
Atlantic Ocean,Mediterranean Sea,4.16
Atlantic Ocean,,0.004112
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.062636
Atlantic Ocean,,0.016752
Atlantic Ocean,,0.010408
Atlantic Ocean,,0.0072
Atlantic Ocean,,0.115844
Pacific Ocean,,1.578621
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.129728
Atlantic Ocean,,0.049676
Atlantic Ocean,,0.00216
Pacific Ocean,,0.82854
Atlantic Ocean,Caribbean Sea,0.00288
Pacific Ocean,,0.892728
Pacific Ocean,,0.003084
Atlantic Ocean,,2202.666667
Pacific Ocean,,0.220436
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,Gulf of Alaska,0.001
Pacific Ocean,,0.092
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,0.034556
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,0.00216
Atlantic Ocean,Celtic Sea,0.001
Atlantic Ocean,Mediterranean Sea,0.53523
Atlantic Ocean,Mediterranean Sea,0.239569
Atlantic Ocean,Mediterranean Sea,0.953333
Atlantic Ocean,,0.030236
Atlantic Ocean,,0.107992
Atlantic Ocean,,0.01152
Atlantic Ocean,,0.22678
Pacific Ocean,,2.491377
Pacific Ocean,,5.058694
Atlantic Ocean,,0.123112
Atlantic Ocean,Caribbean Sea,3526.093089
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.082468
Atlantic Ocean,,0.035992
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.00864
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,,0.039
Atlantic Ocean,,0.002
Pacific Ocean,,6346.96756
Atlantic Ocean,,0.006172
Atlantic Ocean,Caribbean Sea,0.001964
Atlantic Ocean,Caribbean Sea,0.030493
Atlantic Ocean,,27
Pacific Ocean,,0.0108
Atlantic Ocean,Gulf of Mexico,705.218618
Pacific Ocean,,0.292719
Pacific Ocean,Gulf of Alaska,0.002
Atlantic Ocean,,14
Atlantic Ocean,Mediterranean Sea,0.896025
Atlantic Ocean,Mediterranean Sea,0.069347
Atlantic Ocean,,0.030236
Atlantic Ocean,,0.0016
Atlantic Ocean,,0.039284
Atlantic Ocean,,359.89
Atlantic Ocean,,0.003128
Atlantic Ocean,Mediterranean Sea,0.25641
Atlantic Ocean,Mediterranean Sea,0.22866
Pacific Ocean,Gulf of California,2115.655853
Atlantic Ocean,,0.014
Atlantic Ocean,,0.024308
Atlantic Ocean,,0.00648
Pacific Ocean,,0.32
Pacific Ocean,,9.861525
Pacific Ocean,,0.059
Pacific Ocean,,2.968761
Pacific Ocean,,0.004
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.0216
Pacific Ocean,,0.00216
Atlantic Ocean,,0.003
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.027776
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.004
Atlantic Ocean,,0.001
Atlantic Ocean,,0.003
Pacific Ocean,,0.0024
Pacific Ocean,Gulf of California,1410.437236
Pacific Ocean,,3526.093089
Atlantic Ocean,Caribbean Sea,0.005
Atlantic Ocean,Caribbean Sea,0.00288
Atlantic Ocean,Caribbean Sea,0.006644
Pacific Ocean,,0.001
Atlantic Ocean,Caribbean Sea,1.34
Pacific Ocean,,0.024675
Atlantic Ocean,Mediterranean Sea,0.326667
Atlantic Ocean,Mediterranean Sea,0.236725
Atlantic Ocean,,141.509434
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.101715
Atlantic Ocean,Skagerrak Strait,112
Atlantic Ocean,Mediterranean Sea,0.16317
Atlantic Ocean,Mediterranean Sea,0.167267
Atlantic Ocean,Mediterranean Sea,0.106402
Atlantic Ocean,,0.001964
Atlantic Ocean,,38
Atlantic Ocean,,0.003928
Atlantic Ocean,,0.0024
Pacific Ocean,,0.941444
Atlantic Ocean,,0.003084
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.00316
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.016084
Atlantic Ocean,,0.0054
Atlantic Ocean,Gulf of Mexico,0.030236
Atlantic Ocean,,0.00432
Pacific Ocean,,18.630465
Pacific Ocean,Gulf of California,0.006
Atlantic Ocean,Gulf of Mexico,2000
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,,0.006
Pacific Ocean,,0.0024
Pacific Ocean,,0.002176
Pacific Ocean,,4.018993
Atlantic Ocean,Caribbean Sea,0.01728
Atlantic Ocean,,1064
Atlantic Ocean,Caribbean Sea,0.009392
Pacific Ocean,Gulf of Alaska,0.007
Arctic Ocean,Barents Sea,0.001
Atlantic Ocean,Bay of Biscay,3.5
Atlantic Ocean,Mediterranean Sea,0.420667
Atlantic Ocean,Mediterranean Sea,0.413022
Pacific Ocean,,0.021625
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.014075
Atlantic Ocean,,0.00432
Atlantic Ocean,Mediterranean Sea,0.110457
Atlantic Ocean,Mediterranean Sea,2.372
Atlantic Ocean,,0.038212
Atlantic Ocean,,0.073436
Pacific Ocean,,5.481173
Atlantic Ocean,,0.051
Atlantic Ocean,,0.058316
Atlantic Ocean,,0.007828
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.030236
Pacific Ocean,Gulf of California,3526.093089
Pacific Ocean,,1.468767
Pacific Ocean,,3.481081
Pacific Ocean,,0.311213
Pacific Ocean,,0.041396
Pacific Ocean,,0.305316
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.025
Atlantic Ocean,,760
Atlantic Ocean,Caribbean Sea,0.0162
Atlantic Ocean,Caribbean Sea,0.00864
Atlantic Ocean,,13.351135
Atlantic Ocean,North Sea,0.009
Atlantic Ocean,,0.01
Atlantic Ocean,,0.009099
Pacific Ocean,,0.003456
Atlantic Ocean,Mediterranean Sea,0.54251
Atlantic Ocean,Mediterranean Sea,0.439924
Atlantic Ocean,Mediterranean Sea,0.339478
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.151864
Atlantic Ocean,,880
Atlantic Ocean,,0.049076
Atlantic Ocean,Mediterranean Sea,0.783875
Atlantic Ocean,,0.013496
Atlantic Ocean,,0.051836
Atlantic Ocean,,0.064796
Atlantic Ocean,,0.207
Atlantic Ocean,,25200
Pacific Ocean,,1.801
Pacific Ocean,,2.611356
Atlantic Ocean,Gulf of Mexico,0.00216
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.180836
Atlantic Ocean,Caribbean Sea,705.218618
Atlantic Ocean,,0.00216
Pacific Ocean,,0.0024
Atlantic Ocean,Caribbean Sea,0.001
Atlantic Ocean,,0.021
Pacific Ocean,,10.896829
Pacific Ocean,,0.892728
Pacific Ocean,,2.881826
Atlantic Ocean,Caribbean Sea,0.00648
Pacific Ocean,,0.232108
Pacific Ocean,,0.0024
Pacific Ocean,,705.218618
Atlantic Ocean,Caribbean Sea,0.01512
Pacific Ocean,,0.460891
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.013674
Pacific Ocean,,2.32306
Pacific Ocean,,4.196483
Atlantic Ocean,,0.211004
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.020225
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.127074
Atlantic Ocean,,0.02162
Atlantic Ocean,,43.333333
Atlantic Ocean,,0.041036
Atlantic Ocean,,0.0036
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.047516
Pacific Ocean,,3.614841
Pacific Ocean,Monterey Bay National Marine Sanctuary,0.001
Atlantic Ocean,,0.032396
Pacific Ocean,,0.041396
Atlantic Ocean,Caribbean Sea,0.012
Atlantic Ocean,Caribbean Sea,0.030236
Atlantic Ocean,Caribbean Sea,0.0135
Atlantic Ocean,,0.015
Atlantic Ocean,Gulf of Mexico,1410.437236
Pacific Ocean,,1410.437236
Pacific Ocean,,0.035754
Atlantic Ocean,,0.002817
Atlantic Ocean,Caribbean Sea,0.004984
Atlantic Ocean,Mediterranean Sea,1.004
Atlantic Ocean,Mediterranean Sea,0.702316
Atlantic Ocean,Mediterranean Sea,0.440247
Atlantic Ocean,North Sea,0.027788
Atlantic Ocean,Mediterranean Sea,0.167273
Atlantic Ocean,Mediterranean Sea,0.453225
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.0054
Atlantic Ocean,,0.003084
Atlantic Ocean,,0.23974
Atlantic Ocean,,0.036929
Atlantic Ocean,,0.048393
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.009
Pacific Ocean,,1.17056
Pacific Ocean,,2.611356
Pacific Ocean,,4.42415
Pacific Ocean,,2820.874471
Atlantic Ocean,,0.176073
Atlantic Ocean,,0.026396
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.058
Atlantic Ocean,,0.008
Pacific Ocean,,0.618428
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.0018
Atlantic Ocean,,0.847522
Atlantic Ocean,,0.004628
Atlantic Ocean,,0.040496
Atlantic Ocean,Gulf of Mexico,0.00216
Pacific Ocean,,705.218618
Atlantic Ocean,,0.003
Atlantic Ocean,,0.004
Pacific Ocean,,0.627746
Pacific Ocean,,0.326132
Atlantic Ocean,Caribbean Sea,0.003812
Atlantic Ocean,Gulf of Mexico,705.218618
Atlantic Ocean,,0.02
Atlantic Ocean,,0.002
Atlantic Ocean,Caribbean Sea,0.006168
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Caribbean Sea,0.035096
Pacific Ocean,Gulf of Alaska,0.01
Atlantic Ocean,North Sea,0.021638
Atlantic Ocean,North Sea,0.004508
Atlantic Ocean,Mediterranean Sea,0.400568
Atlantic Ocean,Mediterranean Sea,0.416667
Atlantic Ocean,,0.029108
Atlantic Ocean,,0.004
Atlantic Ocean,,0.397995
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.002228
Atlantic Ocean,,0.01296
Atlantic Ocean,Mediterranean Sea,0.309219
Atlantic Ocean,Mediterranean Sea,0.11076
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.120952
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.038876
Atlantic Ocean,,0.0144
Atlantic Ocean,,0.036716
Pacific Ocean,,1.582826
Atlantic Ocean,,0.047516
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,Gulf of Mexico,1000
Atlantic Ocean,Gulf of Mexico,2000
Atlantic Ocean,Gulf of Mexico,2000
Atlantic Ocean,,0.023
Atlantic Ocean,,0.108
Pacific Ocean,,0.326132
Pacific Ocean,Gulf of California,0.008
Atlantic Ocean,Caribbean Sea,0.01512
Atlantic Ocean,,0.006
Pacific Ocean,,0.024
Atlantic Ocean,,1691
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,Gulf of Alaska,0.002
Atlantic Ocean,Mediterranean Sea,0.473065
Atlantic Ocean,North Sea,0.072475
Atlantic Ocean,Mediterranean Sea,0.827358
Atlantic Ocean,,0.018116
Atlantic Ocean,,580
Atlantic Ocean,Mediterranean Sea,0.25
Atlantic Ocean,Mediterranean Sea,1.141079
Pacific Ocean,,0.451786
Atlantic Ocean,,0.095032
Atlantic Ocean,New York Bight,0.00432
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.039884
Atlantic Ocean,,0.084232
Atlantic Ocean,,0.037836
Atlantic Ocean,,0.036716
Atlantic Ocean,,0.034
Atlantic Ocean,,43360
Pacific Ocean,,5.37808
Pacific Ocean,,0.900901
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.0048
Atlantic Ocean,,0.056156
Atlantic Ocean,Gulf of Mexico,0.00432
Pacific Ocean,,0.326132
Atlantic Ocean,Caribbean Sea,0.036004
Atlantic Ocean,Caribbean Sea,0.007196
Atlantic Ocean,Caribbean Sea,0.002
Atlantic Ocean,,0.014932
Atlantic Ocean,,0.037517
Atlantic Ocean,Caribbean Sea,0.00648
Pacific Ocean,,1410.437236
Pacific Ocean,,0.001
Arctic Ocean,Norwegian Sea,0.031305
Pacific Ocean,,0.009
Atlantic Ocean,Celtic Sea,23
Atlantic Ocean,North Sea,0.00478
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.039854
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.199101
Atlantic Ocean,Mediterranean Sea,0.111062
Atlantic Ocean,Mediterranean Sea,2.035675
Atlantic Ocean,,0.047516
Atlantic Ocean,,0.01944
Atlantic Ocean,,777.72
Atlantic Ocean,,0.036716
Atlantic Ocean,,0.01944
Pacific Ocean,,11.313
Pacific Ocean,,0.302308
Pacific Ocean,,1.450724
Pacific Ocean,,0.022
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.004224
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.02
Pacific Ocean,,0.326132
Pacific Ocean,,0.0108
Pacific Ocean,,0.001
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.0144
Pacific Ocean,,0.016344
Atlantic Ocean,Caribbean Sea,0.0108
